text,intent,label
I don't know what to do to report problems witha sign-up,registration_problems,0
how do I check what hours customer service available is?,contact_customer_service,0
i have got to set up my secondary deliver address,set_up_shipping_address,1
i do not know what to do to switch to the {{Account Category}} account,switch_account,1
where can I receive a restitution of money?,get_refund,1
I need help to create a standard account,create_account,1
I do not know how to cancel purchase {{Order Number}},cancel_order,1
help to reset my user account pin,recover_password,1
i need assistance with a shipping address correction,change_shipping_address,1
track order {{Order Number}},track_order,0
"I want to leave some feedback for a product, I need help",review,0
locate order {{Order Number}},track_order,0
I need assistance to remove my {{Account Type}} account,delete_account,1
open a {{Account Category}} acocunt,create_account,1
where to set up my delivery address,set_up_shipping_address,1
can you help me to change to the {{Account Type}} account?,switch_account,1
want assistance to check in what casew can I request refunds,check_refund_policy,0
I need help to write a review for a product,review,0
help me seeing what hours customer support available is,contact_customer_service,0
need help filing a reclamation,complaint,0
i need help to report a problem with online payments,payment_issue,1
i have lost my access key can i recover it,recover_password,1
i do not know how i can speak to someone,contact_human_agent,0
hsipping to {{Delivery Country}},delivery_options,0
"I lost my PIN code, help me resetting it",recover_password,1
changing data on {{Account Category}}  account,edit_account,1
correct order {{Order Number}},change_order,1
"I want to submit my secondary shipping address, help me",set_up_shipping_address,1
I need assistance chatting with somebody,contact_human_agent,0
could ya help me get my invoice #37777,get_invoice,0
I don't know what I need to do to get the bill #37777,get_invoice,0
I need information about the cancellation of my {{Account Type}} account,delete_account,1
help me using the standard profile,switch_account,1
modifying info on {{Account Category}} account,edit_account,1
help resetting the pin coder of my profile,recover_password,1
I want help to see if there are any news on the compensation,track_refund,0
can I download bill #37777?,get_invoice,0
do you have a method to submit a review for your products?,review,0
help me to talk to customer support,contact_customer_service,0
uare not helpful at all help me talk to a goddamnagent,contact_human_agent,0
i have issues entering a delivery adrdess,set_up_shipping_address,1
i dont know how i can submit the secondary shipping address,set_up_shipping_address,1
assistance to contact goddamn customer support,contact_customer_service,0
switch to pro account,switch_account,1
can uhelp me to leave some feedback,review,0
will you show me the termination charge?,check_cancellation_fee,0
can you help me seeing how soon can I expect my purchase?,delivery_period,0
assistance checking the termination fees,check_cancellation_fee,0
show me my restitution status,track_refund,0
I want help to swap an article of purchase {{Order Number}},change_order,1
I chose a wrong address by mistake,change_shipping_address,1
is it possible to place na order from {{Delivery Country}},delivery_options,0
i paid {{Currency Symbol}}{{Refund Amount}} for this purchase i try to receive a rebate,get_refund,1
update info on {{Account Category}} account,edit_account,1
show me in what situations can I request refunds,check_refund_policy,0
i dont know what to do to cancel order {{Order Number}},cancel_order,1
"I have lost my profile access key, where can I recover it?",recover_password,1
is it possible to use the gold profile?,switch_account,1
"I want to see my reimbursement current status, help me",track_refund,0
I do not know what I ned to do to speak with an agent,contact_human_agent,0
I have an issue with my registration,registration_problems,0
I do not know how I could chat with an agent,contact_human_agent,0
I am looking for information about my lost key,recover_password,1
canceling order {{Order Number}},cancel_order,1
I have rpoblems setting the new delivery address up,set_up_shipping_address,1
assistance to inform of problems with signup,registration_problems,0
editing platinum account,edit_account,1
what do I have to do to close a premium account?,delete_account,1
"I need to track purchase {{Order Number}}, how to do it?",track_order,0
help using the platinum account,switch_account,1
assistance to check the eta of the purchase {{Order Number}},track_order,0
I have got to inform of errors with a sign-up,registration_problems,0
"I have to check the restitution status, how can I do it?",track_refund,0
want assistance canceling order {{Order Number}},cancel_order,1
getting bill from {{Person Name}},get_invoice,0
is it possible to enter another shipping address,set_up_shipping_address,1
I want to sign up to your corporate newsletter,newsletter_subscription,0
where could I see your payment modalities?,check_payment_methods,0
I ned help checking the rebate current status,track_refund,0
I need assistance to reset my user profile password,recover_password,1
could you help me notifying of problems with a signup?,registration_problems,0
where to inform of errors with sign-up?,registration_problems,0
help me to set up the delivery address,set_up_shipping_address,1
I want assistance opening a {{Account Type}} account for my dad,create_account,1
help me check what delivery options you offer,delivery_options,0
i have to cancel the subscription to ur company newsletter,newsletter_subscription,0
what do I have to do to see the withdrawal charge?,check_cancellation_fee,0
I don't know how I can earn several products,place_order,1
need to change order {{Order Number}} how to do it,change_order,1
where do I inform of signup issues?,registration_problems,0
I have a trouble editing the address,change_shipping_address,1
I do not know how I can get in touch with customer service,contact_customer_service,0
i need assistance to subwcribe to ur newsletter,newsletter_subscription,0
see in which situations can i request to be reimbursed,check_refund_policy,0
where can i find information about a {{Account Type}} account deletion,delete_account,1
help me seeing in which situations can I ask for refunds,check_refund_policy,0
I would like information about {{Account Category}} account deletions,delete_account,1
help me deleting my {{Account Type}} account,delete_account,1
i have a problem with cancelling order {{Order Number}},cancel_order,1
i need assistance tospeak with fucking customer support,contact_customer_service,0
notifying of problems creating user account,registration_problems,0
wanna remove a {{Account Type}} account can ya helpme,delete_account,1
what are your bloody payment methods?,check_payment_methods,0
i dont want order {{Order Number}},cancel_order,1
checking order {{Order Number}} status,track_order,0
"I have got to cancel the bloody {{Account Category}} account, help me",delete_account,1
where to check at what time i can contact customer support,contact_customer_service,0
I have got to leave some feedback about your company,review,0
modifying {{Account Category}} account,edit_account,1
I need help seeing the bloody termination penalty,check_cancellation_fee,0
how could i see the status of my refund,track_refund,0
I want assitsance contacting somebody,contact_human_agent,0
"my card was declined, inform of an error with payments",payment_issue,1
i have a problem with creating a {{Account Type}} account,create_account,1
i want help notifying of a problem with online payments,payment_issue,1
how to check what payment payment modalities ya accrpt,check_payment_methods,0
assistance correcting the damn data on my user account,edit_account,1
i have to see the early termination penalties how to doo it,check_cancellation_fee,0
I don't know how I can create a pro account for my dad,create_account,1
earn a product,place_order,1
I want supports changing my sxhipping address,change_shipping_address,1
I need to obtain a rebate,get_refund,1
I need help to see the cancellation fee,check_cancellation_fee,0
where can i check how soon can i expect my product,delivery_period,0
I try to modify my shipping address,change_shipping_address,1
i have got to check when will my item arrive,delivery_period,0
want assistance changing my user details,edit_account,1
assistance seeing the cancellation charge,check_cancellation_fee,0
se up new delivery address,set_up_shipping_address,1
I want to retrieve my user account key,recover_password,1
need help to make a complaint against ur company,complaint,0
what do i needto do to see the early termination fee,check_cancellation_fee,0
i have to check what hours i can reach customer service,contact_customer_service,0
"I have to order a bloody product, how can I do it?",place_order,1
i do not know how to speak with a person,contact_human_agent,0
I want to leave feedback about your services,review,0
I have got to see how soon can I expect my article,delivery_period,0
I do not know what I have to do to delete a {{Account Category}} account,delete_account,1
do you deliver to {{Delivery City}}?,delivery_options,0
"I am unsatisfied with your service, how do I make a claim?",complaint,0
i dont know what i need to do to download my invoice #85632,get_invoice,0
I expect an restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,0
needx help to check the ETA of purchase {{Order Number}},track_order,0
need assistance to recover my account PIN code,recover_password,1
help me seeing the withdrawal penalty,check_cancellation_fee,0
I want assistance cancelling purchase {{Order Number}},cancel_order,1
help me to sign up to the company newsletter,newsletter_subscription,0
I want help to purchase some articles,place_order,1
wanna enter a new shipping address,set_up_shipping_address,1
I can't change my delivery address,change_shipping_address,1
help me see ur allowed payment optyions,check_payment_methods,0
I do not know what I need to do to contact customer service,contact_customer_service,0
help switching an article of order {{Order Number}},change_order,1
could you tell me about updating my delivery address?,change_shipping_address,1
i want help submitting a different delivery address,set_up_shipping_address,1
assistance to check how soon can i exepct the purchase,delivery_period,0
get invoices from last purchase,get_invoice,0
I need help cancelling oredr {{Order Number}},cancel_order,1
i dont know how i can cancel purchase {{Order Number}},cancel_order,1
"I need to shop several of ypur article, can I get some help?",place_order,1
could you help me check the status of my restitution?,track_refund,0
i ahve to acquire some products,place_order,1
mail em the bill #37777,get_invoice,0
gedtting bill from {{Person Name}},get_invoice,0
i cannot add some items to purchase {{Order Number}},change_order,1
help to call customer support,contact_customer_service,0
i do not know what to do to check the termination penalty,check_cancellation_fee,0
where could i switch to the {{Account Category}} account,switch_account,1
restore the key of my profile,recover_password,1
do you have a free number to speak with customer assistance?,contact_customer_service,0
can you help me talk with customer assistance?,contact_customer_service,0
editing order {{Order Number}},change_order,1
I am experiencing a registration issue,registration_problems,0
could you help me to see what payment methods are accepted?,check_payment_methods,0
updating information on {{Account Type}} account,edit_account,1
I have an issue editing the shipping address,change_shipping_address,1
i do not know what i need to do to talk with somebody,contact_human_agent,0
create new premium account for daughter,create_account,1
I do not know what I have to do to download my bill #85632,get_invoice,0
what do i have to do to chheck purchase {{Order Number}} status,track_order,0
do you have an address to submit a comment for a product?,review,0
help me speaking with a person,contact_human_agent,0
how to talk to an assistant?,contact_human_agent,0
I need assistance notifying of a trouble with online payment,payment_issue,1
i call to get my bill #12588,get_invoice,0
edit info on platinum account,edit_account,1
can utell me about a shipping addres modification,change_shipping_address,1
i dont want order {{Order Number}} could i cancel it,cancel_order,1
where do i notify of issuse with signup,registration_problems,0
help using the {{Account Type}} account,switch_account,1
could you help me canceling purchase {{Order Number}}?,cancel_order,1
check at what time i can contact customer assistance,contact_customer_service,0
closing {{Account Category}} account,delete_account,1
modify purchase {{Order Number}},change_order,1
change to platinum account,switch_account,1
is it possible to see in what cases can i ask for a refund,check_refund_policy,0
I don't know what to do to sign up to your newsletter,newsletter_subscription,0
help to lodge a complaint,complaint,0
I am calling to see how long the shipping takes,delivery_period,0
solving payment errors,payment_issue,1
I want help buying several articles,place_order,1
show me at what time I can reach customer assistance,contact_customer_service,0
help me see in what situations can I request refunds,check_refund_policy,0
their is a problem trying to update my delivery address,change_shipping_address,1
I do not know how to seehow soon can I expect my purchase,delivery_period,0
i dont know whatto do to talk to customer assistance,contact_customer_service,0
I need help to sign up to your newsletter,newsletter_subscription,0
"I have to unsubscribe to your newsletter, I need help",newsletter_subscription,0
i have padi {{Currency Symbol}}{{Refund Amount}} for an order i need to get a reimbursement,get_refund,1
"I ordered some products, how to cancel purchase {{Order Number}}?",cancel_order,1
i need assistance to see how soon can i expect the article,delivery_period,0
I try to see how long it takes for my delivery to arrive,delivery_period,0
how long till i receive my rebate of money,get_refund,1
i dont know what to do to inform of problems with a signup,registration_problems,0
i dont know how to submit feedback about ur services,review,0
could you help me solving troubles with online payment ?,payment_issue,1
where can I check how soon can I expect the item?,delivery_period,0
"I have got to use the gold profile, can you help me?",switch_account,1
can uhelp me to create a standard account,create_account,1
can ya help me checking what methds for delivery ya offer,delivery_options,0
I call to check how long it takes for my shipment to arrive,delivery_period,0
"I cannot open a user, how do I inform of signup problems?",registration_problems,0
is it possible to talk to a damn assistant?,contact_human_agent,0
I don't know how I can cancel purchase {{Order Number}},cancel_order,1
i want assistance seeing the accepted payment modalities,check_payment_methods,0
have a problem with canceling order {{Order Number}},cancel_order,1
i have problems changing my shipping addresw,change_shipping_address,1
I want assistance to receive your company newsletter,newsletter_subscription,0
where can I restore the PIN of my account?,recover_password,1
help me make a claim against ur company,complaint,0
showing me purchase {{Order Number}} status,track_order,0
what do I have to do to cancel purchase {{Order Number}}?,cancel_order,1
i amde a mistake i wanna edit order {{Order Number}},change_order,1
"I need to see how long refunds usually take, how to do it?",check_refund_policy,0
have problems with the deletion of my gold account,delete_account,1
I don't know what I have to do to demad my money back,get_refund,1
tell me about canceling the subscription to ur newsletter,newsletter_subscription,0
help me seeing if there is anything new on the reimbursement,track_refund,0
there is an issue trying to change the shipping address,change_shipping_address,1
I don't know how to set my secondary shipping address up,set_up_shipping_address,1
what do i need to do to dowjload my bill #00108,get_invoice,0
I cannot retrieve the bloody PIN code of my profile,recover_password,1
"I lost the access key of my user profile, help to recover it",recover_password,1
I have got to notify of a problem with a sign-up,registration_problems,0
need to create an {{Account Category}} account,create_account,1
I can't swap some products of order {{Order Number}},change_order,1
I do not know how I can get the damn bill from {{Person Name}},get_invoice,0
where to cancel my subscription to the company newsletter,newsletter_subscription,0
I don't know what I need to do to download invoice #37777,get_invoice,0
"I chose a wrong delivery address, can you help me update it?",change_shipping_address,1
"I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}}, was it processed",track_refund,0
can you help me set my secondary shipping address up?,set_up_shipping_address,1
i expect a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,0
what do I have to do to inform of payment errors?,payment_issue,1
I'm trying to order several articles,place_order,1
"I have got to see what delivery options you offer, help me",delivery_options,0
"I have to enter my secondary delivery address, I need help",set_up_shipping_address,1
need assistance getting restitutions of my money,get_refund,1
can you help me check the status of my compensation?,track_refund,0
is it possible to place an order from {{Delivery Country}},delivery_options,0
assistance to see your available payment options,check_payment_methods,0
how do I remove several items from purchase {{Order Number}}?,change_order,1
buy artilce,place_order,1
uhave an address to leave feedback about ur company,review,0
i have to see the delivery options how do i do it,delivery_options,0
I have got to get my bill from {{Person Name}},get_invoice,0
i expect a restitution of {{Currency Symbol}}{{Refund Amount}} was it processed already,track_refund,0
where do I see your accepted payment methods?,check_payment_methods,0
I need assistance speaking with an operator,contact_human_agent,0
where can I submit my feedback for your company?,review,0
I am trying to order some of your product,place_order,1
I have problems changing my  address,change_shipping_address,1
where can i submit a new delivery address,set_up_shipping_address,1
can you help me check how soon can I expect the shipment?,delivery_period,0
can you show me in which situations can I request refunds?,check_refund_policy,0
wanna add a product to order {{Order Number}},change_order,1
I have to retrieve the key of my user,recover_password,1
updating info on premium account,edit_account,1
need assistance receiving rebates of my money,get_refund,1
i want assistance to get rebates of my money,get_refund,1
I have troubles changing the fucking address,change_shipping_address,1
i want assistance to restore my user account key,recover_password,1
help me swapping something of order {{Order Number}},change_order,1
I need help to shop a product,place_order,1
I need assistance to send my feedback for your company,review,0
I would like information about the deletion of my {{Account Type}} acount,delete_account,1
how to know if there is anything new on the rebate?,track_refund,0
"I have to inform of errosr with a sign-up, how can I do it?",registration_problems,0
could you help me to receive your newsletter?,newsletter_subscription,0
can ya help me checking the cancellation charges,check_cancellation_fee,0
I call to check when my product is going to arrive,delivery_period,0
"I entered a wrong address, how do I update it?",change_shipping_address,1
can uhelp me to check the termination chareg,check_cancellation_fee,0
"I need to see what delivery methods you offer, help me",delivery_options,0
help me shop several damn articles,place_order,1
assistance with opening a standard account,create_account,1
I need to modify the information on my user,edit_account,1
I can't talk with an assistant,contact_human_agent,0
how do i check the eta of purchase {{Order Number}},track_order,0
can I check in which cases can I request a refund?,check_refund_policy,0
help me use the gold profile,switch_account,1
i cant notify of issues with signup,registration_problems,0
I am trying to lodge a customer reclamation,complaint,0
I can't correct the shipping address,change_shipping_address,1
need help to see how soon can i expect the parcel,delivery_period,0
is it possible to submit feedback for ur services,review,0
help me see if there are any news on the rebate,track_refund,0
how acn I chat with somebody?,contact_human_agent,0
help me see the current status of the refund,track_refund,0
i have paid {{Currency Symbol}}{{Refund Amount}} for an order I'm trying to obtain a refund,get_refund,1
update details on {{Account Type}} account,edit_account,1
what do i have to do to make a consumer compoaint,complaint,0
how do I send feedback about a product ?,review,0
i dont know how to cancel my subscription to the newsletter,newsletter_subscription,0
I have to inform of na issue with signup,registration_problems,0
I don't know what to do to download my invoice #12588,get_invoice,0
i need help cancelling order {{Order Number}},cancel_order,1
I have to see in which cases can I request to be refunded,check_refund_policy,0
assistance to see the termination charge,check_cancellation_fee,0
I want support trying to change my address,change_shipping_address,1
sign up to your company newsletter,newsletter_subscription,0
I want help to enter my secondary delivery adrdess,set_up_shipping_address,1
see the ETA of the purchase {{Order Number}},track_order,0
"I need to see the methods for shipping, how to do it?",delivery_options,0
need assistance with opening my {{Account Type}} account,create_account,1
could ya help me to speak wqith somebody,contact_human_agent,0
I can't retrieve my account PIN,recover_password,1
I need help signing up to your newsletter,newsletter_subscription,0
I have a problem wth the removal of my {{Account Type}} account,delete_account,1
open a {{Account Type}} acocunt,create_account,1
refund {{Currency Symbol}}{{Refund Amount}},get_refund,1
"I can't pay, how could I notify of a payment problem?",payment_issue,1
how can I receive your fucking company newsletter?,newsletter_subscription,0
can uhelp me check the bloody early termination charge,check_cancellation_fee,0
can you help me ask for refunds?,get_refund,1
"I made a mistake, I have got to modify purchase {{Order Number}}",change_order,1
I'm trying to see the cancellation fee,check_cancellation_fee,0
i want help changing my delivey address,change_shipping_address,1
I don't know what I need to do to change to the pro account,switch_account,1
I want assistance to report problems with online payments,payment_issue,1
I want help to contact customer assistance,contact_customer_service,0
add item to order {{Order Number}},change_order,1
"I would like to locate purchase {{Order Number}}, I need help",track_order,0
how to unsubscribe to the newsletter?,newsletter_subscription,0
wanna change  to the {{Account Type}} account help me,switch_account,1
help me to check ur avialable payment options,check_payment_methods,0
i do not know how i could notify of a sign-up error,registration_problems,0
i need help to chat withh somebody,contact_human_agent,0
find information about editing the delivery address,change_shipping_address,1
"I forgot my damn user PIN, help resetting it",recover_password,1
"I want a different damn {{Account Category}} account, help me opening it",create_account,1
I need assistance to check how soon can I expect my package,delivery_period,0
how can I check the termination charge?,check_cancellation_fee,0
I don't know what I need to do to talk with a live agent,contact_human_agent,0
I want assistance talking with an person,contact_human_agent,0
help demanding rebates of money,get_refund,1
i need help entering another delivery address,set_up_shipping_address,1
what is the shpiping period?,delivery_period,0
check ETA of order {{Order Number}},track_order,0
have problems with canceling order {{Order Number}},cancel_order,1
i dont know what to do to restore my profile password,recover_password,1
i do not know what to do to resetthe key of my user profile,recover_password,1
want assistance updating the address,change_shipping_address,1
changing information on standard account,edit_account,1
i need assistance talking with a perrson,contact_human_agent,0
I try to check how long reimbursements usually take,check_refund_policy,0
I would like to cancel purchase {{Order Number}},cancel_order,1
where can i get information about a {{Account Type}} account removal,delete_account,1
problems with cancelling order {{Order Number}},cancel_order,1
i do not know how to obtain a compensation,get_refund,1
how do I see how long it takes for my damn parcel to arrive?,delivery_period,0
where can I file a customer claim against your business?,complaint,0
use standard account,switch_account,1
I try to make a consumer reclamation,complaint,0
need help to correc order {{Order Number}},change_order,1
I want help to switch something of order {{Order Number}},change_order,1
how to see the reimbursement current status,track_refund,0
how to receive restitutions of money?,get_refund,1
can I delete an item from purchase {{Order Number}} ?,change_order,1
could you help me submit another delivery address?,set_up_shipping_address,1
updating details on {{Account Type}} account,edit_account,1
trouble modifying delivery address,change_shipping_address,1
what do i need to do  to buy several products,place_order,1
I do not know how to reset the pass of my profile,recover_password,1
i  dont know how to switch to the pro account,switch_account,1
I want to check the methods for delivery,delivery_options,0
I need to check the withdrawal charges,check_cancellation_fee,0
there are problems entering my shipping address,set_up_shipping_address,1
"I want to notify of errors with payment, how to do it?",payment_issue,1
I need help notifying of a trouble with online payments,payment_issue,1
I am trying to see what payment options are available,check_payment_methods,0
where can i report registration errors,registration_problems,0
new {{Account Type}} acount,create_account,1
how to modify order {{Order Number}}?,change_order,1
update information on premium account,edit_account,1
I want help seeing what hours I can reach customer service,contact_customer_service,0
need assistance solving an issue with online paymenst,payment_issue,1
i need help sending soke feedback about a product,review,0
I want assistance to change the address,change_shipping_address,1
where do I earn something?,place_order,1
how to shop some items?,place_order,1
could you tell me more about creating a platinum account?,create_account,1
rebating  {{Refund Amount}} dollars,get_refund,1
I don't know how to check the early termination penalties,check_cancellation_fee,0
what do I have to do to change to the {{Account Type}} account?,switch_account,1
is it possible to purchase an article?,place_order,1
I want assistance to submit my feedback for a product,review,0
how to cancel order {{Order Number}}?,cancel_order,1
see ETA of order {{Order Number}},track_order,0
i cannot make a  payment where do i report an error,payment_issue,1
assistance to report a problem with payments,payment_issue,1
I am trying to report signup problems,registration_problems,0
could you help me see the early termination charges?,check_cancellation_fee,0
help to edit order {{Order Number}},change_order,1
information about the termination of a {{Account Type}} account,delete_account,1
I do not know how to see your accepted payment modalities,check_payment_methods,0
I need help acquiring some prdoucts,place_order,1
list accepted payment methods,check_payment_methods,0
how can i see how long it takes for my purchase to arrive,delivery_period,0
I have got to notify of issues wit payments,payment_issue,1
online registration problem,registration_problems,0
assistance canging my shipping address,change_shipping_address,1
can you help me notifying of troubles with online payment?,payment_issue,1
how do i request a compensation of my money,get_refund,1
i need assistance creating a platinum account,create_account,1
help me checking the current status of purchase {{Order Number}},track_order,0
I want information about the removal of my premium account,delete_account,1
i have to update the data included on my user i need help,edit_account,1
help to see the ETA of purchase {{Order Number}},track_order,0
i want help to cancel order {{Order Number}},cancel_order,1
i have got to edit my personal information can uhelp me,edit_account,1
need to edit the info included on my user profile help me,edit_account,1
can you help me to report an issue with signup?,registration_problems,0
I need help to see the available payment options,check_payment_methods,0
need to trafk order {{Order Number}} help me,track_order,0
I have problems submitting a different shipping address,set_up_shipping_address,1
i dont know what i have to do to receive thenewsletter,newsletter_subscription,0
how can I see what shipping methods are there?,delivery_options,0
i want assistance to cancel the newsletter subscription,newsletter_subscription,0
what do i need to do to correct my shippign address,change_shipping_address,1
what do i have to do to check when will my parcel arrive,delivery_period,0
help me to see what hours I can reach customer support,contact_customer_service,0
have a question about cancelling order {{Order Number}},cancel_order,1
i have got to change to the {{Account Type}} account i need help,switch_account,1
help to obtain a compensation of my money,get_refund,1
I want t file a consumer claim against your company,complaint,0
is it possible to reset my user account key?,recover_password,1
can you help me talking to customer service?,contact_customer_service,0
question about opening user profiles,registration_problems,0
i want assistance to notify of a issue with payments,payment_issue,1
cancel purchase {{Order Number}},cancel_order,1
I want assistance to change purchase {{Order Number}},change_order,1
available payment modalities,check_payment_methods,0
where can i see at what time i can reach customer assistance,contact_customer_service,0
"I have got to download the invoice #37777, how can I do it?",get_invoice,0
can i place a  fucking order from {{Delivery City}},delivery_options,0
switch to {{Account Type}} account,switch_account,1
how do I see how soon can I expect my package?,delivery_period,0
can you tell me more about changing my address?,change_shipping_address,1
help me to delete an artile from purchase {{Order Number}},change_order,1
do ya deoiver to {{Delivery City}},delivery_options,0
is it possibleto place an order from {{Delivery City}},delivery_options,0
help me to see your goddamn refund policy,check_refund_policy,0
I don't know how to restore my user account pwd,recover_password,1
reimbusre {{Currency Symbol}}{{Refund Amount}},get_refund,1
i obught some item help me canceling order {{Order Number}},cancel_order,1
I can't afford purchase {{Order Number}},cancel_order,1
"I have bought some items, help canceling purchase {{Order Number}}",cancel_order,1
"I paid {{Currency Symbol}}{{Refund Amount}} for this product, how doI get a rebate?",get_refund,1
need help to cancel purchase {{Order Number}},cancel_order,1
I have got to check your reimbursement policy,check_refund_policy,0
there are problems changing the address,change_shipping_address,1
assistance setting another delivery address up,set_up_shipping_address,1
i expect a restitution of {{Refund Amount}} dollafs,track_refund,0
"I want to send some feedback, I need assistance",review,0
can I file a complaint against your businhess?,complaint,0
I have a problem with the removal of  a standard account,delete_account,1
where to check what payment options are accepted?,check_payment_methods,0
i need assistance to open a {{Account Category}} account for my dad,create_account,1
"I ain't registered, can I create a standard account?",create_account,1
I would like to request a refund,get_refund,1
"I cannot find the termination fees, I need assistance",check_cancellation_fee,0
I want to know more about updating my address,change_shipping_address,1
"I cannot find the termination penalties, I need assistance",check_cancellation_fee,0
what do i need to do to chat with somebody,contact_human_agent,0
"I have to use the bloody {{Account Type}} profile, can you help me?",switch_account,1
I need help with canceling purchase {{Order Number}},cancel_order,1
how to list your bloody accepted payment methods?,check_payment_methods,0
update inforemation on {{Account Category}} account,edit_account,1
assistance to order some  of ur item,place_order,1
I don't know what to do to file a consumer claim,complaint,0
I have to recover the key of my user account,recover_password,1
i need help shopping some of ur article,place_order,1
I can't reset my account access key,recover_password,1
I would like to see in which cases can I ask to be refunded,check_refund_policy,0
need assiwtance seeing the ETA of the order {{Order Number}},track_order,0
what do I need to do to request my money baqck?,get_refund,1
can ya help me submit some feedback about ur esrvices,review,0
I don't know how to change to the standard account,switch_account,1
can you show me what delivery methods are available?,delivery_options,0
I do not know how to set a secondary shippung address up,set_up_shipping_address,1
assistance modifying the address,change_shipping_address,1
I don't know how I can shop several of your product,place_order,1
question about cancelling purchase {{Order Number}},cancel_order,1
opening new {{Account Category}} account,create_account,1
i cant check my restitution current status,track_refund,0
i need assistance to unsubscribe to the company newsletter,newsletter_subscription,0
how to see the restitution current status?,track_refund,0
I do not know what to do to reset the key of my user profile,recover_password,1
"I have to get my bill from {{Person Name}}, will you help me?",get_invoice,0
modifying {{Account Category}} account,edit_account,1
I'm waiting for a reimbursement of {{Refund Amount}} dollars,track_refund,0
i dont know what to do to change the address,change_shipping_address,1
I expect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,0
need assistance seeing the withdrawal charge,check_cancellation_fee,0
where to acquire some of ur item,place_order,1
i dont know how i can talk to customer service,contact_customer_service,0
where do I retrieve the key of my user profile?,recover_password,1
i want assistance filing a complaint against ur business,complaint,0
problems with gold account cancellations,delete_account,1
could you help me to see the withdrawal charges?,check_cancellation_fee,0
need help seeing when my order is gonna arrive,delivery_period,0
I need information about opening a {{Account Category}} account,create_account,1
help me seeing what options for delivery you offer,delivery_options,0
I want help speaking to goddamn customer service,contact_customer_service,0
I need help to inform of errors with online payment,payment_issue,1
how can I  close my {{Account Category}} account?,delete_account,1
"someone has stolen my PIN code, could you help me reset it?",recover_password,1
could I edit purchase {{Order Number}}?,change_order,1
I am trying to change to the standard account,switch_account,1
"I am looking for the shipping periods, will you help me?",delivery_period,0
I'm looking for information about creating platinum accounts,create_account,1
add item to order {{Order Number}},change_order,1
how can i check ur money back guarantee,check_refund_policy,0
removing {{Account Category}} account,delete_account,1
I do not know what to do to delete a pro account,delete_account,1
i do not know how i can write a comment about a service,review,0
I expect a restitution of {{Refund Amount}} dollars,track_refund,0
need help with cancelliing order {{Order Number}},cancel_order,1
I  need assistance checking the payment methods,check_payment_methods,0
could you help me to open a platinum account for my dad?,create_account,1
refund {{Currency Symbol}}{{Refund Amount}},get_refund,1
how do I check at what time I can contact customer support?,contact_customer_service,0
modifying details on freemium account,edit_account,1
i do not know how i can leave an opinion,review,0
I don't know what I have to do to remove the {{Account Type}} account,delete_account,1
i have paid {{Currency Symbol}}{{Refund Amount}} for na article i need to get a rebate,get_refund,1
i bought somegoddamn item how do i cancel order {{Order Number}},cancel_order,1
how do I restore the PIN code of my user account?,recover_password,1
I need support trying to update my delivery address,change_shipping_address,1
have a questiin about the removal of a {{Account Type}} account,delete_account,1
question about cancelling purchase {{Order Number}},cancel_order,1
where do I check what hours I can reach customer support?,contact_customer_service,0
I don't know what to do to earn several items,place_order,1
I need to retrieve the pass of my user account,recover_password,1
i try to correct the address,change_shipping_address,1
can ya help me to see what payment options ya accept,check_payment_methods,0
could you help me checking the refund current status?,track_refund,0
editing account,edit_account,1
how to use the premium profile?,switch_account,1
can ya help me to solve atrouble with payments,payment_issue,1
help chatting with an operator,contact_human_agent,0
i cant restore my user account access key,recover_password,1
assistance checking when my article is going to arrive,delivery_period,0
i need support modifying the  address,change_shipping_address,1
I have a problem updating the delivery address,change_shipping_address,1
"I forgot my user account access key, help me recover it",recover_password,1
is it possible to check in what cases can I request refunds?,check_refund_policy,0
can ya help me tracking order {{Order Number}},track_order,0
assistance demanding a compensation of my money,get_refund,1
I need help ordering something,place_order,1
I am trying to notify of issues with registrations,registration_problems,0
problem with forgotten keys,recover_password,1
I do not know what to do to talk to customer service,contact_customer_service,0
where do I see the shipment methods?,delivery_options,0
i have got to  shop some of ur product,place_order,1
"I would like to subscribe to your newsletter, how to do it?",newsletter_subscription,0
i do not use my {{Account Category}} cacount i want help removing it,delete_account,1
is it possible to demand a damn compensation,get_refund,1
I want to talk to customer service,contact_customer_service,0
how do I notify of a signup error ?,registration_problems,0
where do I check what payment options you accept?,check_payment_methods,0
I expect a goddamn restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,0
i do not know how to download the damn bills from {{Person Name}},get_invoice,0
I am waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,0
I do not know how to lodge a claim against your business,complaint,0
I need assistance to check when will my product arrive,delivery_period,0
"I want to see the shipping methods, how do I do it?",delivery_options,0
"I paid {{Currency Symbol}}{{Refund Amount}} for this product, help to get a compensation",get_refund,1
I don't know what I have to do to create a {{Account Category}} account,create_account,1
cancelling {{Account Category}} account,delete_account,1
I don't know how I can change to the freemium account,switch_account,1
want assistance checking ohw soon can i expect my parcel,delivery_period,0
